ID,Name,Position,SM,WF,Rating,Color,League,Club,Country,Age,Rarity,Foot,Attack WR,Defense WR,Cost
6076,Ibrahim Said,RW,2,2,61,bronze,3F Superliga (DEN 1), Viborg FF,Nigeria,20,Non Rare,Right,Med,Low,200
6077,Jonas Thorsen,CM,2,3,60,bronze,3F Superliga (DEN 1), Viborg FF,Denmark,32,Rare,Right,Med,Med,350
6078,Alassana Jatta,ST,2,2,60,bronze,3F Superliga (DEN 1), Viborg FF,Gambia,24,Non Rare,Right,Med,Low,200
6079,Mads Søndergaard,CM,2,2,56,bronze,3F Superliga (DEN 1), Viborg FF,Denmark,20,Non Rare,Right,Med,Med,200
6080,Anton Gaaei,RW,2,3,55,bronze,3F Superliga (DEN 1), Viborg FF,Denmark,20,Non Rare,Right,Med,Med,200
6081,Lamin Jawara,CB,2,3,55,bronze,3F Superliga (DEN 1), Viborg FF,Gambia,20,Non Rare,Left,Med,Med,200
6082,Aron Sigurðarson,LM,3,3,66,silver,3F Superliga (DEN 1),AC Horsens,Iceland,29,Non Rare,Right,High,Med,650
6083,Lubambo Musonda,RM,3,5,66,silver,3F Superliga (DEN 1),AC Horsens,Zambia,27,Rare,Right,High,High,600
6084,Anders K. Jacobsen,ST,3,3,66,silver,3F Superliga (DEN 1),AC Horsens,Denmark,33,Non Rare,Right,High,High,600
6085,Magnus R. Jensen,CB,2,2,64,bronze,3F Superliga (DEN 1),AC Horsens,Denmark,26,Rare,Right,Med,Med,400
6086,James Gomez,CB,2,4,64,bronze,3F Superliga (DEN 1),AC Horsens,Gambia,21,Rare,Right,Med,Med,350
6087,Elijah Just,CF,3,4,64,bronze,3F Superliga (DEN 1),AC Horsens,New Zealand,22,Rare,Left,High,Med,350
6088,Janus Drachmann,CDM,2,3,64,bronze,3F Superliga (DEN 1),AC Horsens,Denmark,34,Rare,Right,Med,High,350
6089,Thomas Santos,RM,2,3,63,bronze,3F Superliga (DEN 1),AC Horsens,Denmark,24,Rare,Right,Med,Med,450
6090,Moses Opondo,CM,3,3,63,bronze,3F Superliga (DEN 1),AC Horsens,Uganda,25,Non Rare,Right,High,Med,200
6091,Malte Kiilerich,CB,2,2,63,bronze,3F Superliga (DEN 1),AC Horsens,Denmark,27,Non Rare,Right,Med,Med,950
6092,Alexander Ludwig,CB,2,3,63,bronze,3F Superliga (DEN 1),AC Horsens,Denmark,29,Non Rare,Left,Med,Med,500
6093,Matej Delac,GK,1,2,62,bronze,3F Superliga (DEN 1),AC Horsens,Croatia,30,Rare,Right,Med,Med,300
6094,Jonas Gemmer,CM,3,3,62,bronze,3F Superliga (DEN 1),AC Horsens,Denmark,26,Non Rare,Right,Med,Med,200
6095,Samson Iyede,ST,3,4,61,bronze,3F Superliga (DEN 1),AC Horsens,Nigeria,24,Rare,Right,High,Med,350
6096,David Kruse,CM,2,3,61,bronze,3F Superliga (DEN 1),AC Horsens,Denmark,20,Non Rare,Right,Med,Med,200
6097,Lirim Qamili,ST,3,2,61,bronze,3F Superliga (DEN 1),AC Horsens,Albania,24,Non Rare,Left,Med,Med,200
6098,Marcus Hannesbo,LWB,2,3,60,bronze,3F Superliga (DEN 1),AC Horsens,Denmark,20,Non Rare,Left,Med,Med,200
6099,Marcus Bobjerg,GK,1,3,59,bronze,3F Superliga (DEN 1),AC Horsens,Denmark,24,Non Rare,Right,Med,Med,200
6100,Mikkel Møller Lassen,RWB,2,3,58,bronze,3F Superliga (DEN 1),AC Horsens,Denmark,21,Non Rare,Right,Med,Med,200
6101,Leopold Wahlstedt,GK,1,2,67,silver,Eliteserien (NOR 1),Odds BK,Sweden,23,Non Rare,Right,Med,Med,600
6102,Vebjørn Hoff,CM,3,3,67,silver,Eliteserien (NOR 1),Odds BK,Norway,26,Non Rare,Right,Med,Med,700
6103,Espen Ruud,RB,2,3,66,silver,Eliteserien (NOR 1),Odds BK,Norway,38,Rare,Right,High,Med,550
6104,Steffen Hagen,CB,2,3,65,silver,Eliteserien (NOR 1),Odds BK,Norway,36,Non Rare,Right,Med,High,550
6105,Odin Luraas Bjørtuft,CB,2,3,65,silver,Eliteserien (NOR 1),Odds BK,Norway,24,Non Rare,Right,Med,Med,1000
6106,Gilli Rólantsson,RB,3,4,64,bronze,Eliteserien (NOR 1),Odds BK,Faroe Islands,30,Rare,Right,Med,Med,1100
6107,Conrad Wallem,RW,3,3,64,bronze,Eliteserien (NOR 1),Odds BK,Norway,22,Rare,Right,Med,Med,350
6108,Magnus Lekven,CM,2,4,64,bronze,Eliteserien (NOR 1),Odds BK,Norway,35,Rare,Right,Med,Med,9700
6109,Milan Jevtović,LW,3,4,64,bronze,Eliteserien (NOR 1),Odds BK,Serbia,29,Rare,Right,Med,Low,350
6110,Flamur Kastrati,ST,3,3,63,bronze,Eliteserien (NOR 1),Odds BK,Kosovo,31,Non Rare,Right,High,High,10000
6111,Filip Jørgensen,CM,3,2,63,bronze,Eliteserien (NOR 1),Odds BK,Norway,20,Non Rare,Right,Med,Med,200
6112,Ingebrigtsen,RW,3,2,63,bronze,Eliteserien (NOR 1),Odds BK,Norway,26,Non Rare,Left,Med,Low,2000
6113,Solomon Owusu,CB,2,3,62,bronze,Eliteserien (NOR 1),Odds BK,Ghana,27,Non Rare,Right,Med,High,200
6114,Ivan Mesík,CB,2,3,62,bronze,Eliteserien (NOR 1),Odds BK,Slovakia,21,Rare,Left,Med,Med,500
6115,Josef Brian Baccay,LB,2,3,60,bronze,Eliteserien (NOR 1),Odds BK,Norway,21,Non Rare,Left,Med,Med,200
6116,Abel William Stensrud,ST,2,3,59,bronze,Eliteserien (NOR 1),Odds BK,Norway,20,Non Rare,Right,High,Med,200
6117,Thomas Rekdal,CM,2,3,58,bronze,Eliteserien (NOR 1),Odds BK,Norway,21,Non Rare,Left,Med,Med,200
6118,Syver Aas,CM,2,3,56,bronze,Eliteserien (NOR 1),Odds BK,Norway,19,Non Rare,Right,Med,Med,200
6119,Dennis Gjengaar,RB,2,3,54,bronze,Eliteserien (NOR 1),Odds BK,Norway,18,Non Rare,Right,Med,Med,200
6120,Jesper Skau,CB,2,3,53,bronze,Eliteserien (NOR 1),Odds BK,Norway,19,Non Rare,Right,Med,Med,200
6121,Alexander Søderlund,ST,2,4,66,silver,Eliteserien (NOR 1),FK Haugesund,Norway,35,Non Rare,Right,Med,Med,600
6122,Kevin Martin Krygård,CDM,3,2,65,silver,Eliteserien (NOR 1),FK Haugesund,Norway,22,Non Rare,Right,Med,Med,600
6123,Thore Pedersen,LB,2,3,64,bronze,Eliteserien (NOR 1),FK Haugesund,Norway,26,Rare,Right,Med,Med,1400
6124,Hilary Gong,RM,3,3,64,bronze,Eliteserien (NOR 1),FK Haugesund,Nigeria,24,Rare,Right,Med,Med,600
6125,Peter Therkildsen,RB,3,3,64,bronze,Eliteserien (NOR 1),FK Haugesund,Denmark,24,Rare,Right,High,Med,450
6126,Egil Selvik,GK,1,2,64,bronze,Eliteserien (NOR 1),FK Haugesund,Norway,25,Rare,Left,Med,Med,350
6127,Ulrik Fredriksen,CB,2,2,64,bronze,Eliteserien (NOR 1),FK Haugesund,Norway,23,Rare,Right,Med,Med,400
6128,Søren Reese,CB,2,3,64,bronze,Eliteserien (NOR 1),FK Haugesund,Denmark,29,Rare,Left,Med,Med,350
6129,Martin Samuelsen,ST,4,4,64,bronze,Eliteserien (NOR 1),FK Haugesund,Norway,25,Rare,Right,Med,Med,350
6130,Nikolas Walstad,LB,2,2,63,bronze,Eliteserien (NOR 1),FK Haugesund,Norway,25,Rare,Left,High,Med,1500
6131,Magnus Christensen,CDM,2,3,63,bronze,Eliteserien (NOR 1),FK Haugesund,Denmark,25,Rare,Right,Low,High,350
6132,Sondre Liseth,CAM,2,3,62,bronze,Eliteserien (NOR 1),FK Haugesund,Norway,25,Non Rare,Right,Med,Low,200
6133,Bilal Njie,RM,3,3,62,bronze,Eliteserien (NOR 1),FK Haugesund,Norway,24,Rare,Right,Med,Med,400
6134,Anders Bærtelsen,CB,2,3,62,bronze,Eliteserien (NOR 1),FK Haugesund,Denmark,22,Non Rare,Right,Med,Med,200
6135,Julius Eskesen,CM,3,3,61,bronze,Eliteserien (NOR 1),FK Haugesund,Denmark,23,Non Rare,Right,Med,High,200
6136,Mads Sande,CM,2,3,61,bronze,Eliteserien (NOR 1),FK Haugesund,Norway,24,Non Rare,Right,High,High,200
6137,Sebastian Tounekti,LW,3,3,60,bronze,Eliteserien (NOR 1),FK Haugesund,Tunisia,20,Non Rare,Right,Med,Med,200
6138,Frank Stople,GK,1,2,56,bronze,Eliteserien (NOR 1),FK Haugesund,Norway,20,Non Rare,Right,Med,Med,200
6139,Eivind Helgeland,CM,2,3,50,bronze,Eliteserien (NOR 1),FK Haugesund,Norway,19,Non Rare,Right,Med,Med,200
6140,Vegard Solheim,CM,2,3,50,bronze,Eliteserien (NOR 1),FK Haugesund,Norway,18,Non Rare,Right,Med,Med,200
6141,Hyeon Woo Jo,GK,1,3,73,silver, K League 1 (KOR 1), Ulsan Hyundai,South Korea,31,Rare,Right,Med,Med,550
6142,Won Sang Um,RW,4,4,72,silver, K League 1 (KOR 1), Ulsan Hyundai,South Korea,24,Rare,Right,High,Low,650
6143,Tae Hwan Kim,RB,3,3,72,silver, K League 1 (KOR 1), Ulsan Hyundai,South Korea,33,Rare,Right,High,High,650
6144,Valeri Qazaishvili,LW,4,3,72,silver, K League 1 (KOR 1), Ulsan Hyundai,Georgia,29,Rare,Right,High,Low,600
6145,Leonardo Lopes de Souza,ST,3,3,72,silver, K League 1 (KOR 1), Ulsan Hyundai,Brazil,25,Rare,Right,High,Med,800
6146,Seung Hyun Jeong,CB,2,4,72,silver, K League 1 (KOR 1), Ulsan Hyundai,South Korea,28,Rare,Right,Low,High,600
6147,Young Gwon Kim,CB,2,3,71,silver, K League 1 (KOR 1), Ulsan Hyundai,South Korea,32,Non Rare,Left,Med,High,650
6148,Chung Yong Lee,RM,4,4,70,silver, K League 1 (KOR 1), Ulsan Hyundai,South Korea,34,Non Rare,Right,High,Med,650
6149,Kee Hee Kim,CB,2,3,69,silver, K League 1 (KOR 1), Ulsan Hyundai,South Korea,33,Non Rare,Right,Low,High,600
6150,Du Jae Won,CDM,2,3,68,silver, K League 1 (KOR 1), Ulsan Hyundai,South Korea,25,Non Rare,Right,Med,High,600
6151,Young Woo Seol,LB,3,4,68,silver, K League 1 (KOR 1), Ulsan Hyundai,South Korea,24,Non Rare,Right,Med,Med,550
6152,Jun Amano,CAM,3,3,68,silver, K League 1 (KOR 1), Ulsan Hyundai,Japan,31,Non Rare,Left,High,High,700
6153,Yong Woo Park,CDM,3,3,67,silver, K League 1 (KOR 1), Ulsan Hyundai,South Korea,29,Non Rare,Right,Med,Med,600
6154,Martin Ádám,ST,2,2,67,silver, K League 1 (KOR 1), Ulsan Hyundai,Hungary,28,Non Rare,Left,Med,Med,650
6155,Il-Lok Yun,LM,3,3,66,silver, K League 1 (KOR 1), Ulsan Hyundai,South Korea,30,Non Rare,Right,High,Med,700
6156,Gyu Seong Lee,CDM,3,3,65,silver, K League 1 (KOR 1), Ulsan Hyundai,South Korea,28,Non Rare,Right,Med,Med,650
6157,Jong Eun Lim,CB,2,3,65,silver, K League 1 (KOR 1), Ulsan Hyundai,South Korea,32,Non Rare,Right,Med,High,600
6158,Sung Joon Kim,CM,3,3,65,silver, K League 1 (KOR 1), Ulsan Hyundai,South Korea,34,Non Rare,Right,Med,Med,600
6159,Myung Jae Lee,LB,3,3,64,bronze, K League 1 (KOR 1), Ulsan Hyundai,South Korea,29,Rare,Left,Med,Med,1100
6160,Chu Young Park,ST,3,4,63,bronze, K League 1 (KOR 1), Ulsan Hyundai,South Korea,37,Non Rare,Right,High,Low,200
6161,Myong Jin Koh,CM,2,3,62,bronze, K League 1 (KOR 1), Ulsan Hyundai,South Korea,35,Non Rare,Left,High,Med,2800
6162,In Pyo Oh,RM,3,4,61,bronze, K League 1 (KOR 1), Ulsan Hyundai,South Korea,25,Non Rare,Right,Med,Med,300
6163,Min Jun Kim,RM,3,3,61,bronze, K League 1 (KOR 1), Ulsan Hyundai,South Korea,22,Non Rare,Left,High,Med,1000
6164,Hyung Min Shin,CDM,3,5,61,bronze, K League 1 (KOR 1), Ulsan Hyundai,South Korea,36,Non Rare,Right,Low,High,200
6165,Jae Hwan Hwang,CAM,2,3,60,bronze, K League 1 (KOR 1), Ulsan Hyundai,South Korea,21,Non Rare,Right,Med,Med,200
6166,Soo Hyuk Cho,GK,1,3,60,bronze, K League 1 (KOR 1), Ulsan Hyundai,South Korea,35,Non Rare,Right,Med,Med,200
6167,Hyun Woo Kim,CB,2,4,54,bronze, K League 1 (KOR 1), Ulsan Hyundai,South Korea,23,Non Rare,Right,Med,Med,9500
6168,Jae Sung Kim,CM,2,3,51,bronze, K League 1 (KOR 1), Ulsan Hyundai,South Korea,23,Non Rare,Right,Med,Med,1900
6169,Hyeon Bin Seol,GK,1,2,50,bronze, K League 1 (KOR 1), Ulsan Hyundai,South Korea,21,Non Rare,Right,Med,Med,200
6170,Jin Ho Sin,CDM,3,4,72,silver, K League 1 (KOR 1), Pohang Steelers,South Korea,34,Rare,Right,High,High,600
6171,Hyeon Mu Kang,GK,1,3,70,silver, K League 1 (KOR 1), Pohang Steelers,South Korea,27,Non Rare,Right,Med,Med,750
6172,Wanderson Carvalho Oliveira,RM,4,3,70,silver, K League 1 (KOR 1), Pohang Steelers,Brazil,33,Rare,Left,High,Med,650
6173,Sang Hyub Lim,LM,4,3,69,silver, K League 1 (KOR 1), Pohang Steelers,South Korea,34,Non Rare,Right,High,Low,700
6174,Alex Grant,CB,2,3,68,silver, K League 1 (KOR 1), Pohang Steelers,Australia,28,Non Rare,Left,Med,High,600
6175,Pyeong Gook Yun,GK,1,3,67,silver, K League 1 (KOR 1), Pohang Steelers,South Korea,30,Non Rare,Left,Med,Med,600
6176,Seung Wook Park,RB,2,3,67,silver, K League 1 (KOR 1), Pohang Steelers,South Korea,25,Non Rare,Right,Med,High,650
6177,Sang Min Sim,LB,3,3,67,silver, K League 1 (KOR 1), Pohang Steelers,South Korea,29,Non Rare,Left,Med,Med,650
6178,Jae Hee Jeong,RM,4,2,66,silver, K League 1 (KOR 1), Pohang Steelers,South Korea,28,Rare,Right,High,Med,600
6179,Kwang Hoon Shin,CDM,2,3,66,silver, K League 1 (KOR 1), Pohang Steelers,South Korea,35,Non Rare,Right,Med,High,600
6180,Chang Rae Ha,CB,2,3,66,silver, K League 1 (KOR 1), Pohang Steelers,South Korea,28,Non Rare,Right,Med,Med,550
6181,Yong Hwan Kim,RB,2,4,66,silver, K League 1 (KOR 1), Pohang Steelers,South Korea,29,Rare,Right,High,High,600
6182,Yong Joon Heo,ST,3,3,65,silver, K League 1 (KOR 1), Pohang Steelers,South Korea,30,Non Rare,Right,High,Low,650
6183,Seung Dae Kim,ST,3,4,65,silver, K League 1 (KOR 1), Pohang Steelers,South Korea,31,Rare,Right,High,Low,600
6184,Gwang Hyeok Lee,RM,3,4,65,silver, K League 1 (KOR 1), Pohang Steelers,South Korea,27,Non Rare,Left,Med,Med,650
6185,Young Jun Goh,CAM,3,3,64,bronze, K League 1 (KOR 1), Pohang Steelers,South Korea,21,Rare,Right,Med,Low,350
6186,Soo Bin Lee,CDM,3,4,63,bronze, K League 1 (KOR 1), Pohang Steelers,South Korea,22,Non Rare,Right,Med,Med,900
6187,Seung Mo Lee,ST,3,3,63,bronze, K League 1 (KOR 1), Pohang Steelers,South Korea,24,Non Rare,Right,Med,Med,200
6188,Chan Yong Park,CB,2,3,58,bronze, K League 1 (KOR 1), Pohang Steelers,South Korea,26,Non Rare,Right,Med,Med,200
6189,Gun Park,CB,2,3,57,bronze, K League 1 (KOR 1), Pohang Steelers,South Korea,32,Non Rare,Right,Med,Med,1000
6190,Kwang Jun Lee,CB,2,3,56,bronze, K League 1 (KOR 1), Pohang Steelers,South Korea,27,Non Rare,Right,Low,Med,500
6191,Jin Hyun Kim,CAM,2,3,55,bronze, K League 1 (KOR 1), Pohang Steelers,South Korea,23,Non Rare,Right,Med,Med,900
6192,Ho Jae Lee,ST,2,3,55,bronze, K League 1 (KOR 1), Pohang Steelers,South Korea,22,Non Rare,Right,High,Low,200
6193,Do Yun Choi,LB,2,3,55,bronze, K League 1 (KOR 1), Pohang Steelers,South Korea,21,Non Rare,Left,Med,High,800
6194,Ji Yong Lee,RM,2,3,53,bronze, K League 1 (KOR 1), Pohang Steelers,South Korea,23,Non Rare,Right,Med,Med,2000
6195,Jae Hun Cho,LW,3,3,53,bronze, K League 1 (KOR 1), Pohang Steelers,South Korea,19,Non Rare,Right,Med,Med,200
6196,Ki Pyo Kwon,RM,2,3,53,bronze, K League 1 (KOR 1), Pohang Steelers,South Korea,25,Non Rare,Right,Med,Med,2300
6197,Min Gyu Kim,CB,2,3,52,bronze, K League 1 (KOR 1), Pohang Steelers,South Korea,23,Non Rare,Right,Med,Med,2300
6198,Jeong Ho Hong,CB,2,4,74,silver, K League 1 (KOR 1),Jeonbuk Hyundai,South Korea,33,Rare,Right,Med,High,550
6199,Gustavo da Silva Sousa,ST,3,4,73,silver, K League 1 (KOR 1),Jeonbuk Hyundai,Brazil,28,Rare,Right,High,Low,600
6200,Jin Su Kim,LB,3,3,71,silver, K League 1 (KOR 1),Jeonbuk Hyundai,South Korea,30,Rare,Left,Med,Med,600
6201,Modou Barrow,LM,5,2,70,silver, K League 1 (KOR 1),Jeonbuk Hyundai,Gambia,30,Rare,Left,Med,Low,2600
6202,Bo Kyung Kim,CM,4,4,70,silver, K League 1 (KOR 1),Jeonbuk Hyundai,South Korea,33,Non Rare,Left,High,Med,650
6203,Bum Keun Song,GK,1,2,70,silver, K League 1 (KOR 1),Jeonbuk Hyundai,South Korea,25,Non Rare,Right,Med,Med,1700
6204,Seung Ho Paik,CM,4,5,70,silver, K League 1 (KOR 1),Jeonbuk Hyundai,South Korea,25,Non Rare,Right,Med,High,550
6205,Seung Gi Lee,CM,4,5,69,silver, K League 1 (KOR 1),Jeonbuk Hyundai,South Korea,34,Non Rare,Right,High,Med,600
6206,Gue Sung Cho,ST,2,3,69,silver, K League 1 (KOR 1),Jeonbuk Hyundai,South Korea,24,Non Rare,Right,High,Med,650
6207,Moon Hwan Kim,RB,3,3,68,silver, K League 1 (KOR 1),Jeonbuk Hyundai,South Korea,27,Rare,Right,High,High,600
6208,Kyo Won Han,RM,3,3,68,silver, K League 1 (KOR 1),Jeonbuk Hyundai,South Korea,32,Non Rare,Right,High,Med,600
6209,Min Kyu Song,LW,4,4,68,silver, K League 1 (KOR 1),Jeonbuk Hyundai,South Korea,23,Non Rare,Right,High,Med,550
6210,Young Sun Yun,CB,2,4,67,silver, K League 1 (KOR 1),Jeonbuk Hyundai,South Korea,34,Non Rare,Right,Med,High,600
6211,Seon Min Moon,RM,3,3,67,silver, K League 1 (KOR 1),Jeonbuk Hyundai,South Korea,30,Rare,Right,High,Low,600
6212,Chul Soon Choi,LB,3,3,67,silver, K League 1 (KOR 1),Jeonbuk Hyundai,South Korea,35,Non Rare,Right,Med,High,650
6213,Jae Moon Ryu,CDM,3,3,67,silver, K League 1 (KOR 1),Jeonbuk Hyundai,South Korea,29,Non Rare,Right,Med,High,600
6214,Jin Gyu Kim,CM,3,3,66,silver, K League 1 (KOR 1),Jeonbuk Hyundai,South Korea,25,Rare,Right,High,High,850
6215,Ja Ryong Koo,CB,2,2,64,bronze, K League 1 (KOR 1),Jeonbuk Hyundai,South Korea,30,Rare,Right,Low,High,400
6216,Jin Sub Park,CB,2,3,64,bronze, K League 1 (KOR 1),Jeonbuk Hyundai,South Korea,27,Rare,Right,Med,Med,350
6217,Bum Soo Lee,GK,1,3,63,bronze, K League 1 (KOR 1),Jeonbuk Hyundai,South Korea,32,Non Rare,Right,Med,Med,1300
6218,Keun Ho Lee,ST,2,3,62,bronze, K League 1 (KOR 1),Jeonbuk Hyundai,South Korea,26,Non Rare,Right,High,Med,900
6219,Yun Ho Jang,CM,2,3,61,bronze, K League 1 (KOR 1),Jeonbuk Hyundai,South Korea,26,Non Rare,Right,High,High,900
6220,Bo Kyung Choi,CB,2,3,60,bronze, K League 1 (KOR 1),Jeonbuk Hyundai,South Korea,34,Non Rare,Left,Med,Med,1200
6221,Seong Ung Maeng,CM,2,2,57,bronze, K League 1 (KOR 1),Jeonbuk Hyundai,South Korea,24,Non Rare,Right,Med,Med,200
6222,Jin Seong Park,LB,2,3,57,bronze, K League 1 (KOR 1),Jeonbuk Hyundai,South Korea,21,Non Rare,Left,Med,Med,200
6223,Kyu Min Park,RW,3,3,56,bronze, K League 1 (KOR 1),Jeonbuk Hyundai,South Korea,21,Non Rare,Right,High,Med,200
6224,Joon Beom Park,ST,2,3,54,bronze, K League 1 (KOR 1),Jeonbuk Hyundai,South Korea,21,Non Rare,Right,High,Med,200
6225,Jang Woo Hong,RB,3,3,52,bronze, K League 1 (KOR 1),Jeonbuk Hyundai,South Korea,20,Non Rare,Right,Med,Med,200
6226,Joon Ho Lee,ST,2,3,52,bronze, K League 1 (KOR 1),Jeonbuk Hyundai,South Korea,20,Non Rare,Right,Med,Med,200
6227,Min Kyu Joo,ST,3,4,73,silver, K League 1 (KOR 1), Jeju United,South Korea,32,Rare,Right,High,Low,650
6228,Chang Min Lee,CM,3,4,72,silver, K League 1 (KOR 1), Jeju United,South Korea,29,Non Rare,Right,High,Med,700
6229,Young Joon Choi,CDM,3,3,72,silver, K League 1 (KOR 1), Jeju United,South Korea,31,Rare,Right,Med,High,600
6230,Jonathan Ring,RW,3,3,71,silver, K League 1 (KOR 1), Jeju United,Sweden,31,Non Rare,Left,Med,Med,600
6231,Gerso Fernandes,LW,4,2,71,silver, K League 1 (KOR 1), Jeju United,Guinea-Bissau,31,Rare,Left,High,Med,600
6232,Dong Joon Kim,GK,1,3,70,silver, K League 1 (KOR 1), Jeju United,South Korea,28,Non Rare,Right,Med,Med,550
6233,Woon Jeong,CB,3,3,69,silver, K League 1 (KOR 1), Jeju United,South Korea,33,Rare,Left,Med,Med,650
6234,Bit Garam Yoon,CM,3,4,69,silver, K League 1 (KOR 1), Jeju United,South Korea,32,Non Rare,Right,Med,Med,700
6235,Hyeon Beom Ahn,RWB,3,3,68,silver, K League 1 (KOR 1), Jeju United,South Korea,28,Non Rare,Right,High,Med,600
6236,Oh Gyu Kim,CB,2,3,68,silver, K League 1 (KOR 1), Jeju United,South Korea,33,Rare,Right,Low,High,550
6237,Woo Jae Jeong,LWB,3,5,67,silver, K League 1 (KOR 1), Jeju United,South Korea,30,Non Rare,Right,Med,Med,600
6238,Ja Cheol Koo,CM,3,4,66,silver, K League 1 (KOR 1), Jeju United,South Korea,33,Non Rare,Right,High,High,650
6239,Tae Hyun Ahn,LB,3,3,65,silver, K League 1 (KOR 1), Jeju United,South Korea,29,Non Rare,Right,High,Med,600
6240,Sung Joon Jo,RW,2,4,64,bronze, K League 1 (KOR 1), Jeju United,South Korea,32,Rare,Right,High,Low,600
6241,Ju Kong Kim,ST,2,3,63,bronze, K League 1 (KOR 1), Jeju United,South Korea,26,Non Rare,Right,High,Med,400
6242,Jun Su Kim,CB,2,4,61,bronze, K League 1 (KOR 1), Jeju United,South Korea,31,Non Rare,Right,Low,High,300
6243,Ji Sol Lee,CB,2,2,61,bronze, K League 1 (KOR 1), Jeju United,South Korea,23,Non Rare,Right,Med,High,300
6244,Gyeong Jae Kim,CB,2,3,61,bronze, K League 1 (KOR 1), Jeju United,South Korea,29,Non Rare,Right,Low,High,300
6245,Seong Wook Jin,ST,2,4,60,bronze, K League 1 (KOR 1), Jeju United,South Korea,29,Non Rare,Right,High,Med,200
6246,Bong Soo Kim,CB,2,2,59,bronze, K League 1 (KOR 1), Jeju United,South Korea,23,Non Rare,Right,Med,Med,200
6247,Jin Su Seo,LW,3,3,59,bronze, K League 1 (KOR 1), Jeju United,South Korea,22,Non Rare,Right,High,Med,200
6248,Gyu Hyeong Kim,CAM,2,3,58,bronze, K League 1 (KOR 1), Jeju United,South Korea,23,Non Rare,Right,High,Med,750
6249,Keun Bae Kim,GK,1,3,58,bronze, K League 1 (KOR 1), Jeju United,South Korea,36,Non Rare,Right,Med,Med,200
6250,Myung Sun Kim,RWB,2,3,57,bronze, K League 1 (KOR 1), Jeju United,South Korea,22,Non Rare,Right,Med,Med,200
6251,Yeon Soo Yoo,GK,1,2,54,bronze, K League 1 (KOR 1), Jeju United,South Korea,24,Non Rare,Left,Med,Med,200
6252,Bum Su Kim,LW,2,3,54,bronze, K League 1 (KOR 1), Jeju United,South Korea,22,Non Rare,Right,Med,Med,10000
6253,Gyeong Jun Byun,RW,2,2,53,bronze, K League 1 (KOR 1), Jeju United,South Korea,20,Non Rare,Right,High,Low,700
6254,Jong Mu Han,CM,2,3,53,bronze, K League 1 (KOR 1), Jeju United,South Korea,19,Non Rare,Right,Med,Med,200
6255,Min Geol Woo,RB,2,3,52,bronze, K League 1 (KOR 1), Jeju United,South Korea,23,Non Rare,Right,Med,High,900
6256,Jordan Gibson,RM,3,3,64,bronze, EFL League Two (ENG 4),Carlisle United,England,24,Rare,Right,High,High,350
6257,Paul Huntington,CB,2,2,64,bronze, EFL League Two (ENG 4),Carlisle United,England,35,Rare,Right,Low,High,400
6258,Omari Patrick,ST,3,3,63,bronze, EFL League Two (ENG 4),Carlisle United,England,26,Non Rare,Right,High,High,200
6259,Callum Guy,CDM,2,2,63,bronze, EFL League Two (ENG 4),Carlisle United,England,26,Non Rare,Right,Med,High,200
6260,Tomáš Holý,GK,1,3,62,bronze, EFL League Two (ENG 4),Carlisle United,Czech Republic,31,Rare,Right,Med,Med,300
6261,Jon Mellish,CB,2,3,62,bronze, EFL League Two (ENG 4),Carlisle United,England,25,Rare,Left,Med,Med,350
6262,Morgan Feeney,CB,2,2,62,bronze, EFL League Two (ENG 4),Carlisle United,England,23,Non Rare,Right,Low,Med,350
6263,Kristian Dennis,ST,2,1,62,bronze, EFL League Two (ENG 4),Carlisle United,England,32,Non Rare,Left,High,High,200
6264,Jack Armer,LWB,2,2,61,bronze, EFL League Two (ENG 4),Carlisle United,Scotland,21,Non Rare,Left,High,High,200
6265,Brennan Dickenson,LM,3,4,61,bronze, EFL League Two (ENG 4),Carlisle United,England,29,Non Rare,Left,Med,High,200
6266,Jamie Devitt,CAM,3,3,61,bronze, EFL League Two (ENG 4),Carlisle United,Republic of Ireland,32,Non Rare,Right,Med,Med,200
6267,Sonny Hilton,CAM,2,3,61,bronze, EFL League Two (ENG 4),Carlisle United,England,21,Rare,Right,High,Med,2300
6268,Tobi Sho-Silva,ST,2,2,60,bronze, EFL League Two (ENG 4),Carlisle United,England,27,Non Rare,Right,High,Med,200
6269,Corey Whelan,CB,2,3,60,bronze, EFL League Two (ENG 4),Carlisle United,Republic of Ireland,25,Rare,Right,Med,Med,350
6270,Ben Barclay,CB,2,2,60,bronze, EFL League Two (ENG 4),Carlisle United,England,26,Non Rare,Right,Low,Med,350
6271,Jack Stretton,ST,2,3,59,bronze, EFL League Two (ENG 4),Carlisle United,Scotland,21,Non Rare,Right,High,Med,200
6272,Ryan Edmondson,ST,2,4,59,bronze, EFL League Two (ENG 4),Carlisle United,England,21,Non Rare,Right,Med,High,200
6273,Jayden Harris,CDM,2,3,58,bronze, EFL League Two (ENG 4),Carlisle United,England,23,Non Rare,Right,Med,Med,200
6274,Duncan Idehen,CB,2,2,56,bronze, EFL League Two (ENG 4),Carlisle United,England,20,Non Rare,Left,Med,Med,200
6275,Taylor Charters,CM,2,3,55,bronze, EFL League Two (ENG 4),Carlisle United,England,21,Non Rare,Right,Med,Low,200
6276,Scott Simons,GK,1,2,53,bronze, EFL League Two (ENG 4),Carlisle United,England,19,Non Rare,Right,Med,Med,200
